Title,URL,Short Intro,Category,Sub-Category,Course Type,Duration,Site,Program Type,Courses,Level,Prequisites,What you learn
SQL for Data Analysis,https://www.udacity.com/course/sql-for-data-analysis--ud198,"Databases, SQL, and more.",,,,Estimated timeApprox. 4 Weeks,Udacity,Free Course,,Beginner,Learners should have general familiarity working with data in spreadsheets.See the Technology Requirements for using Udacity.,"SQL BasicsLearn to write common SQL commands including SELECT, FROM, and WHERELearn to use logical operators in SQLLearn to write common SQL commands including SELECT, FROM, and WHERELearn to use logical operators in SQLSQL JoinsLearn to write INNER JOINs to combine data from multiple tablesLearn to write LEFT JOINs to combine data from multiple tablesLearn to write INNER JOINs to combine data from multiple tablesLearn to write LEFT JOINs to combine data from multiple tablesSQL AggregationsLearn to write common aggregations in SQL including COUNT, SUM, MIN, and MAXLearn to write CASE and DATE functions, as well as work with NULL valuesLearn to write common aggregations in SQL including COUNT, SUM, MIN, and MAXLearn to write CASE and DATE functions, as well as work with NULL valuesSubqueries and Temp TablesLearn to write subqueries to run multiple queries togetherLearn to use temp tables to access a table with more than one queryLearn to write subqueries to run multiple queries togetherLearn to use temp tables to access a table with more than one querySQL Data CleaningLearn how to perform data cleaning using SQLLearn how to perform data cleaning using SQLWindow FunctionsLearn to use window functions to tackle more analysis tasksLearn to use window functions to tackle more analysis tasks"
Version Control with Git,https://www.udacity.com/course/version-control-with-git--ud123,Learn to track and manage changes,,,,Estimated timeApprox. 4 Weeks,Udacity,Free Course,,Beginner,"This course is ideal for developers of all skill levels. Experience with the command line is beneficial, but not required.See the Technology Requirements for using Udacity.","Purpose & TerminologyLearn why developers use version control and discover ways you use version control in your daily lifeGet an overview of essential Git vocabularyConfigure Git using the command lineLearn why developers use version control and discover ways you use version control in your daily lifeGet an overview of essential Git vocabularyConfigure Git using the command lineCreate a Git RepoCreate your first Git repository with git initCopy an existing Git repository with git cloneReview the current state of a repository with the powerful git statusCreate your first Git repository with git initCopy an existing Git repository with git cloneReview the current state of a repository with the powerful git statusReview a Repo's HistoryReview a repo's commit history git logCustomize git log's output using command line flags in order to reveal more (or less) information about each commitUse the git show command to display just one commitReview a repo's commit history git logCustomize git log's output using command line flags in order to reveal more (or less) information about each commitUse the git show command to display just one commitAdd Commits to a RepoMaster the Git workflow and make commits to an example projectUse git diff to identify what parts of a file have been changed in a commitLearn how to mark files as ""untracked"" using .gitignoreMaster the Git workflow and make commits to an example projectUse git diff to identify what parts of a file have been changed in a commitLearn how to mark files as ""untracked"" using .gitignoreTagging, Branching, and MergingOrganize your commits with tags and branchesJump to particular tags and branches using git checkoutLearn how to merge together changes on different branches and crush those pesky merge conflictsOrganize your commits with tags and branchesJump to particular tags and branches using git checkoutLearn how to merge together changes on different branches and crush those pesky merge conflictsUndoing ChangesLearn how and when to edit or delete an existing commitUse git commit's --amend flag to alter the last commitUse git reset and git revert to undo and erase commitsLearn how and when to edit or delete an existing commitUse git commit's --amend flag to alter the last commitUse git reset and git revert to undo and erase commits"
Intro to Data Analysis,https://www.udacity.com/course/intro-to-data-analysis--ud170,Data Analysis Using NumPy & Pandas,,,,Estimated timeApprox. 6 Weeks,Udacity,Free Course,,Beginner,"To take this course, you should be comfortable programming in Python and familiar with Python concepts like classes, objects, and modules. The Introduction to Python Programming course would be a good place to start learning that material.See the Technology Requirements for using Udacity.","Data Analysis ProcessLearn about the data analysis process.Pose a question, wrangle your data, draw conclusions and/or make predictions.Complete an analysis of Udacity student data using pure Python, with few additional libraries.Learn about the data analysis process.Pose a question, wrangle your data, draw conclusions and/or make predictions.Complete an analysis of Udacity student data using pure Python, with few additional libraries.NumPy and Pandas for 1D DataStart learning to use NumPy and Pandas to make the data analysis process easier.Features that apply to one-dimensional data.Learn to use NumPy arrays, Pandas Series, and vectorized operations.Start learning to use NumPy and Pandas to make the data analysis process easier.Features that apply to one-dimensional data.Learn to use NumPy arrays, Pandas Series, and vectorized operations.NumPy and Pandas for 2D DataContinue learning about NumPy and Pandas, this time focusing on two-dimensional data.Learn to use two-dimensional NumPy arrays and Pandas DataFrames.Group your data and to combine data from multiple files.Continue learning about NumPy and Pandas, this time focusing on two-dimensional data.Learn to use two-dimensional NumPy arrays and Pandas DataFrames.Group your data and to combine data from multiple files.Investigate a DatasetUse NumPy and Pandas to go through the data analysis process on one of a list of recommended datasets.Use NumPy and Pandas to go through the data analysis process on one of a list of recommended datasets."
Intro to JavaScript,https://www.udacity.com/course/intro-to-javascript--ud803,Fundamentals of the JavaScript Syntax,,,,Estimated timeApprox. 2 Weeks,Udacity,.,,Beginner,This course is ideal for beginners who are looking to add a new programming language to their toolbelt. JavaScript is also foundational for developers who want to pursue a career in web development. No prior experience is necessary for this course.See the Technology Requirements for using Udacity.,Lesson 1: What is JavaScript?Explore the quirky history of the JavaScript languageLearn how to use the JavaScript console and write your first line of JavaScript codeExplore the quirky history of the JavaScript languageLearn how to use the JavaScript console and write your first line of JavaScript codeLesson 2: Data Types & VariablesUse a variety of data types to represent data in your codeLearn how to store data using variablesUse a variety of data types to represent data in your codeLearn how to store data using variablesLesson 3: ConditionalsTranslate real-life decisions into code using conditional statementsModel more complex problems using logical operatorsTranslate real-life decisions into code using conditional statementsModel more complex problems using logical operatorsLesson 4: LoopsLearn how to repeatedly execute code with loop and iteration fundamentalsExplore working with JavaScript while and for loopsLearn how to repeatedly execute code with loop and iteration fundamentalsExplore working with JavaScript while and for loopsLesson 5: FunctionsOrganize your code by declaring functions and writing function expressionsDemystify tricky JavaScript behavior by learning about scope and hoistingOrganize your code by declaring functions and writing function expressionsDemystify tricky JavaScript behavior by learning about scope and hoistingLesson 6: ArraysStore collections of data in arraysManipulate arrays using common properties and methodsStore collections of data in arraysManipulate arrays using common properties and methodsLesson 7: ObjectsCreate JavaScript objects to represent complex data typesCreate JavaScript objects to represent complex data types
C++ For Programmers,https://www.udacity.com/course/c-for-programmers--ud210,Learn features and constructs for C++,,,,Estimated timeApprox. 3 Weeks,Udacity,Free Course,,Intermediate,There is one prerequisite for this course: familiarity with another programming language.See the Technology Requirements for using Udacity.,"The BasicsYou will learn Program structure, header files, IO Compilation and Execution.You will learn Program structure, header files, IO Compilation and Execution.Arithmetic OperationsYou will learn the most commonly used arithmetic operations in C++.You will learn the most commonly used arithmetic operations in C++.Control FlowYou will learn if, if-else, while, do-while, and switch statements.You will learn if, if-else, while, do-while, and switch statements.PointersThis lesson is a quick review of pointers. We discuss them here because we'll use them in the Arrays lesson.This lesson is a quick review of pointers. We discuss them here because we'll use them in the Arrays lesson.ArrayWe will do a preliminary exploration of two dimensional and multi-dimensional arrays.We will do a preliminary exploration of two dimensional and multi-dimensional arrays.FunctionsFunctions with and without return values, with and without parameters, and passing by reference are demonstrated and used in this lesson.Functions with and without return values, with and without parameters, and passing by reference are demonstrated and used in this lesson.ClassesThis lesson is a basic introduction to classes. You will practice creating and instantiating classes in this lesson.This lesson is a basic introduction to classes. You will practice creating and instantiating classes in this lesson.OverloadingWe introduce overloading functions in this lesson as a segue into templates.We introduce overloading functions in this lesson as a segue into templates.TemplatesWe introduce generic programming through templates. First function templates then class templates.We introduce generic programming through templates. First function templates then class templates."
Intro to HTML and CSS,https://www.udacity.com/course/intro-to-html-and-css--ud001,"Build styled, well-structured websites",,,,Estimated timeApprox. 3 Weeks,Udacity,Free Course,,Beginner,This course is ideal for developers of all skill levels.See the Technology Requirements for using Udacity.,HTML SyntaxLearn HTML tagsDiscover the tree-structure format of HTMLLearn about and install a text editorLearn HTML tagsDiscover the tree-structure format of HTMLLearn about and install a text editorHTML Syntax Problem SetAdd headers to structure a pageCreate a list of itemsAdd images to an existing siteAdd headers to structure a pageCreate a list of itemsAdd images to an existing siteCSS SyntaxWrite a CSS Ruleset.Use CSS units to place content on the pageUse Developer Tools to debug CSSWrite a CSS Ruleset.Use CSS units to place content on the pageUse Developer Tools to debug CSSCSS Syntax Problem SetStyle imagesStyle the font of the pageCreate and link a stylesheetStyle imagesStyle the font of the pageCreate and link a stylesheet
Microsoft Power Platform,https://www.udacity.com/course/microsoft-power-platform--ud091,Build powerful business apps with Microsoft Power Platform.,,,,Estimated timeApprox. 1 Month,Udacity,Free Course,,Beginner,"No prior knowledge of Microsoft Power Platform or other Microsoft products  is required. Anyone who is interested in building apps with no prior programming experience can take this course.
See the Technology Requirements for using Udacity.",Creating your First App with Power AppsExplore what Power Apps is and how it can be usedGenerate a simple Power App with the template galleryDeploy your first Power AppExplore what Power Apps is and how it can be usedGenerate a simple Power App with the template galleryDeploy your first Power AppApp DevelopmentIdentify a business problemDesign an Inventory Tracking AppCreate a functional page one of a Canvas AppUse a datastore to implement app functionalityIdentify a business problemDesign an Inventory Tracking AppCreate a functional page one of a Canvas AppUse a datastore to implement app functionalityUsing Power AutomateExplain Power Automate and FlowsUse triggers to begin a flow processUse Data ConnectorsExplain Power Automate and FlowsUse triggers to begin a flow processUse Data ConnectorsAI BuilderEvaluate use cases for AI BuilderUse a prebuilt AI Builder model in a Power AppImplement the AI Builder model for Object Recognition inside an AppEvaluate use cases for AI BuilderUse a prebuilt AI Builder model in a Power AppImplement the AI Builder model for Object Recognition inside an App
Web Tooling & Automation,https://www.udacity.com/course/web-tooling-automation--ud892,"Gulp, Sass, and BabelJS, Oh My!",,,,Estimated timeApprox. 3 Weeks,Udacity,Free Course,,Intermediate,"We expect that you have basic experience with JavaScript and a text editor, like Sublime Text or Atom.If you need more experience with JavaScript, check out our JavaScript Basics course.See the Technology Requirements for using Udacity.",IntroductionBeing pragmatic vs. idealistic when choosing tools.Identify the real value of the tool.Keep things modular and replaceable.Being pragmatic vs. idealistic when choosing tools.Identify the real value of the tool.Keep things modular and replaceable.Productive EditingSet up your editor.Install Sublime Text.Install Plugins.Set up your editor.Install Sublime Text.Install Plugins.Powerful BuildsGetting started with Gulp.Install gulp plugins.Create gulp tasks.Getting started with Gulp.Install gulp plugins.Create gulp tasks.Expressive Live EditingWhy live edit?Approaches for live editing.Testing with Browser Sync.Why live edit?Approaches for live editing.Testing with Browser Sync.How to Prevent DisastersCode correction with linting.ESLint.Unit testing in Gulp.Code correction with linting.ESLint.Unit testing in Gulp.Awesome OptimizationsCSS concatenation.JS concatenation and minification.Sourcemaps.CSS concatenation.JS concatenation and minification.Sourcemaps.
Front End Frameworks,https://www.udacity.com/course/front-end-frameworks--ud894,"Backbone, Angular, Ember",,,,Estimated timeApprox. 8 Weeks,Udacity,Free Course,,Advanced,"Students should have experience building sites with HTML and CSS. JavaScript is heavily used in Front End Frameworks, so two years of programming experience in JavaScript is recommended. This course builds on:JavaScript Design PatternsObject-Oriented JavaScriptWeb Tooling & AutomationOther course requirements:Ability to use GitHub to clone repos and checkout branchesComfort with command line toolsAbility to use Chrome DevToolsSee the Technology Requirements for using Udacity.","Building a Single Page ApplicationThe history of Single Page Applications.How to make a Single Page Applications.Learn the components of the most common frameworks.The history of Single Page Applications.How to make a Single Page Applications.Learn the components of the most common frameworks.Examine A Framework's Source.Discover constructor functions.An introduction to Underscore's template function.Backbone events and routing.Discover constructor functions.An introduction to Underscore's template function.Backbone events and routing.AngularBuild your first Angular application.Learn Angular's Views, Controllers, Directives, and more!Routing in Angular using the UI-Router module.Build your first Angular application.Learn Angular's Views, Controllers, Directives, and more!Routing in Angular using the UI-Router module.EmberBuild your first Ember application.App generation and scaffolding with Ember-CLI.Learn Ember's Templates, Services, Components, and more!Build your first Ember application.App generation and scaffolding with Ember-CLI.Learn Ember's Templates, Services, Components, and more!"
Responsive Web Design Fundamentals,https://www.udacity.com/course/responsive-web-design-fundamentals--ud893,Great Experiences on Any Device,,,,Estimated timeApprox. 2 Weeks,Udacity,Free Course,,Intermediate,"You should be comfortable reading and writing HTML and CSS. You should also be able to inspect and modify websites using browser developer tools (we use Google Chrome, but you should be able to accomplish all the tasks in this course with any browser's developer tools).If you are unfamiliar with HTML and CSS, or if feel like you need to brush up on them, start with our Intro to HTML and CSS.You will not need to write JavaScript for this course.See the Technology Requirements for using Udacity.","Why ResponsiveIntroduction to responsive design with Pete LePage.Why does responsive design work for any device?Remote debugging and emulation in the browser.Introduction to responsive design with Pete LePage.Why does responsive design work for any device?Remote debugging and emulation in the browser.Starting SmallWhat is the viewport?Learn about sizing the content to the viewport.Touch targets, and why they should be large.What is the viewport?Learn about sizing the content to the viewport.Touch targets, and why they should be large.Building UpHow to take advantage of CSS media queries.What is a breakpoint, and how to choose one.How to use the CSS flexbox to modify layout.How to take advantage of CSS media queries.What is a breakpoint, and how to choose one.How to use the CSS flexbox to modify layout.Common Responsive PatternsHow to apply the mostly fluid pattern.How to apply the column drop pattern.How to apply layout shifter pattern.How to apply the mostly fluid pattern.How to apply the column drop pattern.How to apply layout shifter pattern.OptimizationsUsing minor break points.How to optimize text layout.How to use responsive tables, and strategies for dealing with them.Using minor break points.How to optimize text layout.How to use responsive tables, and strategies for dealing with them."
How to Install Android Studio,https://www.udacity.com/course/how-to-install-android-studio--ud808,Installation Guide for Windows and Mac,,,,Estimated timeApprox. 1 Day,Udacity,Free Course,,Beginner,You should have access to a Windows or Mac computer with the capacity to download and run Android Studio in order to complete the installation process (see Android Studio's System Requirements for details).You do not need to have access to an Android device to complete this tutorial.See the Technology Requirements for using Udacity.,Install the Java SDKThis is a brief written tutorial that shows you how to download and install the Java SDK on your machine. You need to have Java installed before installing Android Studio.This is a brief written tutorial that shows you how to download and install the Java SDK on your machine. You need to have Java installed before installing Android Studio.How to Install Android StudioThis video tutorial walks you through the steps to download and install Android Studio on your Windows or Mac machine.This video tutorial walks you through the steps to download and install Android Studio on your Windows or Mac machine.Hello World: Create a New ProjectThis video tutorial shows you how to set up a new project using Android Studio's Project Wizard.This video tutorial shows you how to set up a new project using Android Studio's Project Wizard.
